0000080870 0000000022 08 1 1
0000081014 0000000144 09 1 1
0000081176 0000000162 10 1 1
0000081248 0000000072 11 1 1
0000082874 0000001626 01 0 1
0000082978 0000000104 02 1 1
0000083020 0000000042 03 1 1
0000083157 0000000137 04 1 1
0000083277 0000000120 05 1 1
0000083369 0000000092 06 1 1
0000083452 0000000083 07 1 1
0000083474 0000000022 08 1 1
0000083495 0000000021 09 1 1
0000083511 0000000016 10 1 1
0000086429 0000002918 01 0 0
0000086818 0000000389 01 0 1
0000086920 0000000102 02 1 1
0000086950 0000000030 03 1 1
0000086982 0000000032 04 1 1
0000087157 0000000175 05 1 1
0000087208 0000000051 06 1 1
0000087247 0000000039 07 1 1
0000088404 0000001157 01 0 1
0000088502 0000000098 02 1 1
0000088515 0000000013 03 1 1
0000088593 0000000078 04 1 1
0000088910 0000000317 01 0 0
0000089346 0000000436 01 0 1
0000089533 0000000187 02 1 1
0000090117 0000000584 01 0 1
0000090369 0000000252 01 0 1
0000090393 0000000024 02 1 1
0000090454 0000000061 03 1 1
0000090474 0000000020 04 1 1
0000090560 0000000086 05 1 1
0000090658 0000000098 06 1 1
0000090670 0000000012 07 1 1
0000090781 0000000111 08 1 1
0000091036 0000000255 01 0 0
0000091574 0000000538 01 0 0
0000091815 0000000241 01 0 1
0000091972 0000000157 02 1 1
0000092017 0000000045 03 1 1
0000092190 0000000173 04 1 1
0000092314 0000000124 05 1 1
0000092618 0000000304 01 0 0
0000093457 0000000839 01 0 1
0000093510 0000000053 02 1 1
0000093533 0000000023 03 1 1
0000093629 0000000096 04 1 1
0000093757 0000000128 05 1 1
0000094190 0000000433 01 0 0
0000094213 0000000023 02 2 1
0000094293 0000000080 03 1 1
0000094348 0000000055 04 1 1
0000094422 0000000074 05 1 1
0000094606 0000000184 06 1 1
0000094668 0000000062 07 1 1
0000094795 0000000127 08 1 1
0000094859 0000000064 09 1 1
0000094904 0000000045 10 1 1
0000094965 0000000061 11 1 1
0000095032 0000000067 12 1 1
0000095188 0000000156 13 1 1
0000095234 0000000046 14 1 1
0000095320 0000000086 15 1 1
0000095379 0000000059 16 1 1
0000095412 0000000033 17 1 1
0000096236 0000000824 01 0 1
0000096350 0000000114 02 1 1
0000096525 0000000175 03 1 1
0000097153 0000000628 01 0 0
0000097450 0000000297 01 0 1
0000097466 0000000016 02 1 1
0000097647 0000000181 03 1 1
0000097760 0000000113 04 1 1
0000097870 0000000110 05 1 1
0000098062 0000000192 01 3 1
0000098149 0000000087 02 1 1
0000098303 0000000154 03 1 1
0000098443 0000000140 04 1 1
0000098461 0000000018 05 1 1
0000098924 0000000463 01 0 0
0000099237 0000000313 01 0 1
0000099275 0000000038 02 1 1
0000099343 0000000068 03 1 1
0000099391 0000000048 04 1 1
0000099532 0000000141 05 1 1
0000099548 0000000016 06 1 1
0000099577 0000000029 07 1 1
0000099597 0000000020 08 1 1
0000099696 0000000099 09 1 1
0000099836 0000000140 10 1 1
0000099946 0000000110 11 1 1
0000100134 0000000188 12 1 1
0000100140 0000000006 13 1 1
0000100192 0000000052 14 1 1
0000100281 0000000089 15 1 1
0000100325 0000000044 16 1 1
0000100390 0000000065 17 1 1
0000100426 0000000036 18 1 1
0000100435 0000000009 19 1 1
0000100973 0000000538 01 0 0
0000101675 0000000702 01 0 1
0000102343 0000000668 01 0 0
0000102366 0000000023 02 2 1
0000102414 0000000048 03 1 1
0000102483 0000000069 04 1 1
0000102560 0000000077 05 1 1
0000102661 0000000101 06 1 1
0000102747 0000000086 07 1 1
0000102890 0000000143 08 1 1
0000102895 0000000005 09 1 1
0000102973 0000000078 10 1 1
0000102994 0000000021 11 1 1
0000103015 0000000021 12 1 1
0000103157 0000000142 13 1 1
0000103167 0000000010 14 1 1
0000103330 0000000163 15 1 1
0000103745 0000000415 01 0 1
0000103854 0000000109 02 1 1
0000103878 0000000024 03 1 1
0000104077 0000000199 01 0 1
0000104099 0000000022 02 1 1
0000104116 0000000017 03 1 1
0000104149 0000000033 04 1 1
0000104183 0000000034 05 1 1
0000104303 0000000120 06 1 1
0000104306 0000000003 07 1 1
0000104475 0000000169 08 1 1
0000104703 0000000228 01 0 0
0000104935 0000000232 01 0 1
0000104989 0000000054 02 1 1
0000105033 0000000044 03 1 1
0000105096 0000000063 04 1 1
0000105101 0000000005 05 1 1
0000105691 0000000590 01 0 0
0000106615 0000000924 01 0 1
0000106758 0000000143 02 1 1
0000106861 0000000103 03 1 1
0000106863 0000000002 04 1 1
0000106909 0000000046 05 1 1
0000106939 0000000030 06 1 1
0000107013 0000000074 07 1 1
0000107025 0000000012 08 1 1
0000107047 0000000022 09 1 1
0000107181 0000000134 10 1 1
0000107217 0000000036 11 1 1
0000107254 0000000037 12 1 1
0000107362 0000000108 13 1 1
0000107498 0000000136 14 1 1
0000107526 0000000028 15 1 1
0000107582 0000000056 16 1 1
0000107942 0000000360 01 0 0
0000108413 0000000471 01 0 0
0000108451 0000000038 02 2 1
0000109451 0000001000 01 0 1
0000109820 0000000369 01 0 1
0000109904 0000000084 02 1 1
0000111134 0000001230 01 0 0
0000111374 0000000240 01 0 1
0000111502 0000000128 02 1 1
0000112626 0000001124 01 0 1
0000112637 0000000011 02 1 1
0000112825 0000000188 03 1 1
0000112838 0000000013 04 1 1
0000112884 0000000046 05 1 1
0000112940 0000000056 06 1 1
0000112994 0000000054 07 1 1
0000113057 0000000063 08 1 1
0000113064 0000000007 09 1 1
0000113098 0000000034 10 1 1
0000113339 0000000241 01 0 0
0000113492 0000000153 01 0 1
0000113642 0000000150 02 1 1
0000114812 0000001170 01 0 1
0000115113 0000000301 01 0 1
0000115138 0000000025 02 1 1
0000115819 0000000681 01 0 0
0000115981 0000000162 01 0 0
0000116268 0000000287 01 0 1
0000116313 0000000045 02 1 1
0000116349 0000000036 03 1 1
0000116396 0000000047 04 1 1
0000116457 0000000061 05 1 1
0000116873 0000000416 01 0 0
0000117298 0000000425 01 0 0
0000117557 0000000259 01 0 1
0000117562 0000000005 02 1 1
0000117585 0000000023 03 1 1
0000117650 0000000065 04 1 1
0000117787 0000000137 05 1 1
0000117922 0000000135 06 1 1
0000117985 0000000063 07 1 1
0000118130 0000000145 08 1 1
0000118216 0000000086 09 1 1
0000118309 0000000093 10 1 1
0000118390 0000000081 11 1 1
0000118439 0000000049 12 1 1
0000119899 0000001460 01 0 1
0000120842 0000000943 01 0 0
0000121542 0000000700 01 0 1
0000121580 0000000038 02 1 1
0000121680 0000000100 03 1 1
0000121809 0000000129 04 1 1
0000122114 0000000305 01 0 0
0000122131 0000000017 02 2 1
0000122267 0000000136 03 1 1
0000122499 0000000232 01 0 1
0000122645 0000000146 02 1 1
0000122648 0000000003 03 1 1
0000122701 0000000053 04 1 1
0000122727 0000000026 05 1 1
0000122836 0000000109 06 1 1
0000122903 0000000067 07 1 1
0000123073 0000000170 08 1 1
0000123913 0000000840 01 0 0
0000123931 0000000018 02 2 1
0000123984 0000000053 03 1 1
0000124019 0000000035 04 1 1
0000124141 0000000122 05 1 1
0000124145 0000000004 06 1 1
0000124184 0000000039 07 1 1
0000124274 0000000090 08 1 1
0000124429 0000000155 09 1 1
0000124536 0000000107 10 1 1
0000124636 0000000100 11 1 1
0000124775 0000000139 12 1 1
0000124865 0000000090 13 1 1
0000124900 0000000035 14 1 1
0000125041 0000000141 15 1 1
0000125160 0000000119 16 1 1
0000126006 0000000846 01 0 1
0000126251 0000000245 01 0 0
0000126848 0000000597 01 0 1
0000126970 0000000122 02 1 1
0000127157 0000000187 03 1 1
0000127286 0000000129 04 1 1
0000127416 0000000130 05 1 1
0000127448 0000000032 06 1 1
0000127547 0000000099 07 1 1
0000127665 0000000118 08 1 1
0000127801 0000000136 09 1 1
0000128096 0000000295 01 0 0
0000128196 0000000100 02 2 1
0000128621 0000000425 01 0 1
0000129204 0000000583 01 0 0
0000129309 0000000105 01 0 1
0000129396 0000000087 02 1 1
0000130106 0000000710 01 0 0
0000130141 0000000035 02 2 1
0000130178 0000000037 03 1 1
0000130208 0000000030 04 1 1
0000130722 0000000514 01 0 0
0000131926 0000001204 01 0 0
0000131960 0000000034 02 2 1
0000131969 0000000009 03 1 1
0000132016 0000000047 04 1 1
0000132136 0000000120 05 1 1
0000132490 0000000354 01 0 0
0000133317 0000000827 01 0 1
0000133405 0000000088 02 1 1
0000133439 0000000034 03 1 1
0000133869 0000000430 01 0 1
0000134013 0000000144 02 1 1
0000134101 0000000088 03 1 1
0000134773 0000000672 01 0 1
0000134895 0000000122 02 1 1
0000135080 0000000185 03 1 1
0000135115 0000000035 04 1 1
0000135119 0000000004 05 1 1
0000135123 0000000004 06 1 1
0000135306 0000000183 07 1 1
0000135327 0000000021 08 1 1
0000135408 0000000081 09 1 1
0000135432 0000000024 10 1 1
0000135500 0000000068 11 1 1
0000135513 0000000013 12 1 1
0000136368 0000000855 01 0 0
0000136689 0000000321 01 0 0
0000136851 0000000162 01 0 1
0000136867 0000000016 02 1 1
0000137617 0000000750 01 0 0
0000137671 0000000054 02 2 1
0000137687 0000000016 03 1 1
0000137718 0000000031 04 1 1
0000137746 0000000028 05 1 1
0000138014 0000000268 01 0 1
0000138104 0000000090 02 1 1
0000138211 0000000107 03 1 1
0000138345 0000000134 04 1 1
0000138512 0000000167 05 1 1
0000138522 0000000010 06 1 1
0000138560 0000000038 07 1 1
0000138681 0000000121 08 1 1
0000138742 0000000061 09 1 1
0000138747 0000000005 10 1 1
0000138823 0000000076 11 1 1
0000139041 0000000218 01 0 1
0000139103 0000000062 02 1 1
0000140611 0000001508 01 0 0
0000140666 0000000055 02 2 1
0000140682 0000000016 03 1 1
0000140759 0000000077 04 1 1
0000140888 0000000129 05 1 1
0000140927 0000000039 06 1 1
0000140973 0000000046 07 1 1
0000141006 0000000033 08 1 1
0000141111 0000000105 09 1 1
0000141501 0000000390 01 0 0
0000142129 0000000628 01 0 0
0000142710 0000000581 01 0 0
0000142776 0000000066 02 2 1
0000142951 0000000175 03 1 1
0000143505 0000000554 01 0 1
0000143617 0000000112 02 1 1
0000143641 0000000024 03 1 1
0000143816 0000000175 04 1 1
0000145721 0000001905 01 0 0
0000146495 0000000774 01 0 0
0000146780 0000000285 01 0 0
0000147065 0000000285 01 0 0
0000147614 0000000549 01 0 1
0000147668 0000000054 02 1 1
0000147768 0000000100 03 1 1
0000147807 0000000039 04 1 1
0000148291 0000000484 01 0 0
0000148840 0000000549 01 0 1
0000149404 0000000564 01 0 0
0000149918 0000000514 01 0 1
0000150095 0000000177 02 1 1
0000151293 0000001198 01 0 1
0000151418 0000000125 02 1 1
0000151535 0000000117 03 1 1
0000151554 0000000019 04 1 1
0000151645 0000000091 05 1 1
0000151696 0000000051 06 1 1
0000152082 0000000386 01 0 0
0000152802 0000000720 01 0 0
0000153392 0000000590 01 0 1
0000153495 0000000103 02 1 1
0000153570 0000000075 03 1 1
0000153582 0000000012 04 1 1
0000153683 0000000101 05 1 1
0000154737 0000001054 01 0 1
0000155157 0000000420 01 0 0
0000156221 0000001064 01 0 1
0000156767 0000000546 01 0 1
0000156833 0000000066 02 1 1
0000156871 0000000038 03 1 1
0000157141 0000000270 01 0 1
0000157215 0000000074 02 1 1
0000157264 0000000049 03 1 1
0000157379 0000000115 04 1 1
0000157427 0000000048 05 1 1
0000157496 0000000069 06 1 1
0000157526 0000000030 07 1 1
0000157663 0000000137 08 1 1
0000157666 0000000003 09 1 1
0000157698 0000000032 10 1 1
0000157925 0000000227 01 0 0
0000158466 0000000541 01 0 1
0000158541 0000000075 02 1 1
0000158703 0000000162 03 1 1
0000158765 0000000062 04 1 1
0000158798 0000000033 05 1 1
0000158860 0000000062 06 1 1
0000158866 0000000006 07 1 1
0000158902 0000000036 08 1 1
0000159047 0000000145 09 1 1
0000159068 0000000021 10 1 1
0000159206 0000000138 11 1 1
0000159329 0000000123 12 1 1
0000159446 0000000117 13 1 1
0000159453 0000000007 14 1 1
0000160233 0000000780 01 0 1
0000160622 0000000389 01 0 1
0000161011 0000000389 01 0 1
0000161030 0000000019 02 1 1
0000161042 0000000012 03 1 1
0000161047 0000000005 04 1 1
0000161463 0000000416 01 0 0
0000161508 0000000045 02 2 1
0000161520 0000000012 03 1 1
0000161791 0000000271 01 0 1
0000161880 0000000089 02 1 1
0000162015 0000000135 03 1 1
0000162161 0000000146 04 1 1
0000162222 0000000061 05 1 1
0000162317 0000000095 06 1 1
0000162332 0000000015 07 1 1
0000162994 0000000662 01 0 0
0000163542 0000000548 01 0 1
0000163589 0000000047 02 1 1
0000164641 0000001052 01 0 0
0000164669 0000000028 02 2 1
0000164726 0000000057 03 1 1
0000164856 0000000130 04 1 1
0000164876 0000000020 05 1 1
0000165366 0000000490 01 0 1
0000165377 0000000011 02 1 1
0000165455 0000000078 03 1 1
0000165541 0000000086 04 1 1
0000165654 0000000113 05 1 1
0000165725 0000000071 06 1 1
0000165727 0000000002 07 1 1
0000165729 0000000002 08 1 1
0000165931 0000000202 01 0 0
0000166477 0000000546 01 0 0
0000167470 0000000993 01 0 1
0000167540 0000000070 02 1 1
0000170120 0000002580 01 0 1
0000170221 0000000101 02 1 1
0000170321 0000000100 03 1 1
0000170352 0000000031 04 1 1
0000170467 0000000115 05 1 1
0000171288 0000000821 01 0 1
0000171289 0000000001 02 1 1
0000171385 0000000096 03 1 1
0000171533 0000000148 04 1 1
0000171549 0000000016 05 1 1
0000171558 0000000009 06 1 1
0000171610 0000000052 07 1 1
0000171645 0000000035 08 1 1
0000171684 0000000039 09 1 1
0000171738 0000000054 10 1 1
0000172183 0000000445 01 0 0
0000172334 0000000151 01 0 0
0000173162 0000000828 01 0 1
0000174490 0000001328 01 0 1
0000174607 0000000117 02 1 1
0000174634 0000000027 03 1 1
0000174958 0000000324 01 0 1
0000175010 0000000052 02 1 1
0000175048 0000000038 03 1 1
0000175161 0000000113 04 1 1
0000175352 0000000191 01 3 1
0000177154 0000001802 01 0 1
0000177172 0000000018 02 1 1
0000177359 0000000187 03 1 1
0000177466 0000000107 04 1 1
0000177591 0000000125 05 1 1
0000177626 0000000035 06 1 1
0000177679 0000000053 07 1 1
0000177704 0000000025 08 1 1
