0001000000 2267637062 1/393.70079 0.0025400000 1/130.37810 0.0076700000
0002000000 3853490366 1/398.32703 0.0025105000 1/129.90387 0.0076980000
0003000000 0557010854 1/399.52058 0.0025030000 1/130.14620 0.0076836667
0004000000 3616760465 1/397.81203 0.0025137500 1/129.93763 0.0076960000
0005000000 2321594481 1/397.48788 0.0025158000 1/129.26911 0.0077358000
0006000000 1357159230 1/396.66799 0.0025210000 1/129.31871 0.0077328333
0007000000 1711275681 1/397.20819 0.0025175714 1/129.32786 0.0077322857
0008000000 2041977360 1/399.88004 0.0025007500 1/129.42471 0.0077265000
0009000000 0030899165 1/398.84777 0.0025072222 1/129.11371 0.0077451111
0010000000 0978472044 1/399.10600 0.0025056000 1/129.37615 0.0077294000
0011000000 3103241109 1/398.04596 0.0025122727 1/129.43461 0.0077259091
0012000000 1298488926 1/398.61812 0.0025086667 1/129.60783 0.0077155833
0013000000 2245726390 1/399.64340 0.0025022308 1/129.67452 0.0077116154
0014000000 0888358940 1/398.96270 0.0025065000 1/129.59243 0.0077165000
0015000000 1775183138 1/398.52281 0.0025092667 1/129.50237 0.0077218667
0016000000 2223338404 1/398.50560 0.0025093750 1/129.43622 0.0077258125
0017000000 1715383271 1/398.27570 0.0025108235 1/129.39860 0.0077280588
0018000000 2444309091 1/398.34466 0.0025103889 1/129.31778 0.0077328889
0019000000 3416754315 1/397.72252 0.0025143158 1/129.24994 0.0077369474
0020000000 0819084305 1/397.86743 0.0025134000 1/129.27496 0.0077354500
0021000000 0292578657 1/398.11936 0.0025118095 1/129.26657 0.0077359524
0022000000 2787721708 1/398.42802 0.0025098636 1/129.34253 0.0077314091
0023000000 3735600944 1/398.75865 0.0025077826 1/129.44911 0.0077250435
0024000000 1813929686 1/398.39315 0.0025100833 1/129.32289 0.0077325833
0025000000 3401828389 1/398.34289 0.0025104000 1/129.27312 0.0077355600
0026000000 3611656014 1/398.27211 0.0025108462 1/129.27348 0.0077355385
0027000000 0778794131 1/397.97768 0.0025127037 1/129.22370 0.0077385185
0028000000 3422796160 1/397.53528 0.0025155000 1/129.27950 0.0077351786
0029000000 0716627353 1/397.24939 0.0025173103 1/129.28306 0.0077349655
0030000000 1406141310 1/397.57743 0.0025152333 1/129.28750 0.0077347000
0031000000 4074930162 1/397.98185 0.0025126774 1/129.36557 0.0077300323
0032000000 1880008869 1/397.56491 0.0025153125 1/129.32271 0.0077325937
0033000000 1589779488 1/397.39406 0.0025163939 1/129.28046 0.0077351212
0034000000 2064509843 1/397.48881 0.0025157941 1/129.24120 0.0077374706
0035000000 1737564106 1/397.46079 0.0025159714 1/129.26386 0.0077361143
0036000000 3653642576 1/397.93076 0.0025130000 1/129.24813 0.0077370556
0037000000 1894096678 1/398.05491 0.0025122162 1/129.24726 0.0077371081
0038000000 3819353682 1/398.16843 0.0025115000 1/129.27061 0.0077357105
0039000000 3933606954 1/397.97543 0.0025127179 1/129.29363 0.0077343333
0040000000 0892396084 1/397.71315 0.0025143750 1/129.25157 0.0077368500
0041000000 0848760688 1/397.53335 0.0025155122 1/129.19408 0.0077402927
0042000000 0300038254 1/397.16688 0.0025178333 1/129.17036 0.0077417143
0043000000 2643647506 1/397.40118 0.0025163488 1/129.15007 0.0077429302
0044000000 0176265105 1/397.29837 0.0025170000 1/129.15839 0.0077424318
0045000000 4095901517 1/397.25628 0.0025172667 1/129.17078 0.0077416889
0046000000 3495202048 1/397.33612 0.0025167609 1/129.18083 0.0077410870
0047000000 2919355323 1/397.35211 0.0025166596 1/129.12017 0.0077447234
0048000000 1070916531 1/397.52870 0.0025155417 1/129.14196 0.0077434167
0049000000 1162694106 1/397.60463 0.0025150612 1/129.13904 0.0077435918
0050000000 3827840219 1/397.63012 0.0025149000 1/129.13390 0.0077439000
0051000000 0656015339 1/397.45628 0.0025160000 1/129.09987 0.0077459412
0052000000 0767949906 1/397.52616 0.0025155577 1/129.14185 0.0077434231
0053000000 0375251980 1/397.46522 0.0025159434 1/129.11902 0.0077447925
0054000000 0987730923 1/397.68166 0.0025145741 1/129.19309 0.0077403519
0055000000 2715767220 1/397.52235 0.0025155818 1/129.14739 0.0077430909
0056000000 2377747515 1/397.57197 0.0025152679 1/129.15725 0.0077425000
0057000000 3152138442 1/397.78080 0.0025139474 1/129.15857 0.0077424211
0058000000 3545574699 1/398.04273 0.0025122931 1/129.20818 0.0077394483
0059000000 0963185638 1/397.90124 0.0025131864 1/129.23349 0.0077379322
0060000000 1988684460 1/397.83841 0.0025135833 1/129.22818 0.0077382500
0061000000 0302069509 1/397.75172 0.0025141311 1/129.24988 0.0077369508
0062000000 1155504352 1/397.80821 0.0025137742 1/129.27790 0.0077352742
0063000000 4062236030 1/397.94081 0.0025129365 1/129.30955 0.0077333810
0064000000 2561242402 1/398.05451 0.0025122188 1/129.32297 0.0077325781
0065000000 1761378464 1/398.09649 0.0025119538 1/129.32698 0.0077323385
0066000000 3876570615 1/398.06516 0.0025121515 1/129.32175 0.0077326515
0067000000 2189440637 1/398.00640 0.0025125224 1/129.30544 0.0077336269
0068000000 1494998637 1/398.05422 0.0025122206 1/129.31002 0.0077333529
0069000000 0239555258 1/397.95601 0.0025128406 1/129.32634 0.0077323768
0070000000 0971058392 1/397.90814 0.0025131429 1/129.35368 0.0077307429
0071000000 2055180746 1/397.78585 0.0025139155 1/129.35644 0.0077305775
0072000000 1587138453 1/397.88018 0.0025133194 1/129.36030 0.0077303472
0073000000 3114986356 1/397.79632 0.0025138493 1/129.37780 0.0077293014
0074000000 0023198427 1/397.77034 0.0025140135 1/129.38918 0.0077286216
0075000000 0097058830 1/397.72396 0.0025143067 1/129.39021 0.0077285600
0076000000 4268503595 1/397.76415 0.0025140526 1/129.39165 0.0077284737
0077000000 3636346663 1/397.70057 0.0025144545 1/129.39024 0.0077285584
0078000000 0116323389 1/397.70554 0.0025144231 1/129.36932 0.0077298077
0079000000 0745071088 1/397.77648 0.0025139747 1/129.37119 0.0077296962
0080000000 3449092940 1/397.76456 0.0025140500 1/129.34833 0.0077310625
0081000000 1164552382 1/397.65921 0.0025147160 1/129.34958 0.0077309877
0082000000 0924043851 1/397.61239 0.0025150122 1/129.35835 0.0077304634
0083000000 1559465990 1/397.52100 0.0025155904 1/129.36348 0.0077301566
0084000000 2620682400 1/397.63314 0.0025148810 1/129.38862 0.0077286548
0085000000 0110548164 1/397.70175 0.0025144471 1/129.40175 0.0077278706
0086000000 2132561777 1/397.77063 0.0025140116 1/129.42159 0.0077266860
0087000000 1011704596 1/397.67247 0.0025146322 1/129.39400 0.0077283333
0088000000 0047094020 1/397.73112 0.0025142614 1/129.39064 0.0077285341
0089000000 3027656060 1/397.71204 0.0025143820 1/129.39959 0.0077280000
0090000000 2776619934 1/397.67756 0.0025146000 1/129.41466 0.0077271000
0091000000 4106153540 1/397.69772 0.0025144725 1/129.42020 0.0077267692
0092000000 2224911147 1/397.76044 0.0025140761 1/129.44019 0.0077255761
0093000000 2331952973 1/397.66362 0.0025146882 1/129.41165 0.0077272796
0094000000 0375638786 1/397.63450 0.0025148723 1/129.42293 0.0077266064
0095000000 1708925786 1/397.64594 0.0025148000 1/129.43626 0.0077258105
0096000000 1130809348 1/397.49578 0.0025157500 1/129.39540 0.0077282500
0097000000 2060964155 1/397.65180 0.0025147629 1/129.43343 0.0077259794
0098000000 0382686870 1/397.67401 0.0025146224 1/129.42112 0.0077267143
0099000000 1448000483 1/397.71015 0.0025143939 1/129.41667 0.0077269798
0100000000 1491720406 1/397.81045 0.0025137600 1/129.40963 0.0077274000
